Date,Close,Market
1994-11-03,3845.8798829999996,djia
1994-11-04,3807.5200200000004,djia
1994-11-07,3808.8701170000004,djia
1994-11-08,3830.73999,djia
1994-11-09,3831.75,djia
1994-11-10,3821.98999,djia
1994-11-11,3801.469971,djia
1994-11-14,3829.7299799999996,djia
1994-11-15,3826.360107,djia
1994-11-16,3845.1999509999996,djia
1994-11-17,3828.0500490000004,djia
1994-11-18,3815.26001,djia
1994-11-21,3769.51001,djia
1994-11-22,3677.98999,djia
1994-11-23,3674.6298829999996,djia
1994-11-25,3708.2700200000004,djia
1994-11-28,3739.5600590000004,djia
1994-11-29,3738.5500490000004,djia
1994-11-30,3739.2299799999996,djia
1994-12-01,3700.8701170000004,djia
1994-12-02,3745.6201170000004,djia
1994-12-05,3741.919922,djia
1994-12-06,3745.9499509999996,djia
1994-12-07,3735.5200200000004,djia
1994-12-08,3685.7299799999996,djia
1994-12-09,3691.110107,djia
1994-12-12,3718.3701170000004,djia
1994-12-13,3715.3400880000004,djia
1994-12-14,3746.290039,djia
1994-12-15,3765.469971,djia
1994-12-16,3807.1899409999996,djia
1994-12-19,3790.6999509999996,djia
1994-12-20,3767.149902,djia
1994-12-21,3801.8000490000004,djia
1994-12-22,3814.919922,djia
1994-12-23,3833.429932,djia
1994-12-27,3861.6899409999996,djia
1994-12-28,3839.48999,djia
1994-12-29,3833.429932,djia
1994-12-30,3834.4399409999996,djia
