+,0.000668532885312,-0.0140784832507,8.35655448079e-05,-0.0164867565767,8.86488453882e-05,-0.0143255691642,0.0104844167379,-0.00698538832361,-0.000536843782548,0.00390447713873,0.00511379200371,0.00133460370613,0.0167464356736,0.00215333066482,0.00348916916552,0.00285195769689
+,-0.00364803218977,0.00709578551231,-0.00197379827558,0.00955150565736,-0.000136072623001,0.00684376390604,-0.00872577472128,0.0189608898221,-0.00397141692291,0.0166768457087,-0.00416431809223,-0.00352077243569,0.00571997470761,0.00321960526275,-0.00161688949067,0.0158192585121
+,-0.00221576676651,0.00408378889976,-0.00161748332794,0.00374981325083,-0.000770459359439,0.00395097543347,-0.00975988075379,0.0108865624967,0.00235887708706,-0.00977185030233,0.00423089870494,-0.00106309447365,0.000470254922909,-0.00583981973348,0.00241426272718,0.00639971846155
-,-0.00615834576099,-0.00174725671038,-0.00462999190301,3.24622360561e-05,-0.00580719146609,-0.000640736667456,0.00165992393823,0.00780315655801,0.00525799554728,-0.00388227867984,-0.00409690233093,-0.00256093009207,-0.0117608541589,0.00919199417133,0.000438036662305,0.00227742496478
-,0.00632096210287,-0.000551517389983,0.00548465842357,-0.00254484035114,0.00692164438092,0.000562110122104,0.00101119271974,0.0119018995328,-0.0162416486445,0.0104450697119,-0.0201362826424,0.0160554713473,-0.0171599829947,0.0115714442107,0.00173567557463,0.0024268910836
+,0.0104338684213,0.00673457945541,0.0099303197359,0.00409997483985,0.00992990130402,0.0055074680644,-1.03637185379e-05,0.0296257939679,0.00282603614455,0.00109109508711,0.0062227552328,0.0064910703538,0.00981340145716,0.0155869488929,0.0059314019361,0.00598548855691
+,0.00307097131234,0.00623793830605,0.00515014440687,0.00832552832011,0.00243593983358,0.00501985536803,0.000568295151464,0.00261951659044,0.0125126859765,0.0062364751855,-0.000723049731664,0.000345050329243,0.00287214783579,-0.00118625546282,1.9915838288e-05,0.00147340924806
+,0.000685166575163,0.00176505056348,-0.000445010442903,0.00166333107503,0.00122133518504,0.000783529094661,0.00390500938828,-0.00809082989626,0.000809515322856,-0.00156597181798,0.00598714541521,-0.00277310947064,0.00760559257162,-0.00318228544756,0.00790296536948,-0.00664671035606
-,-0.00573947310553,-0.00148093070361,-0.00594002937423,-0.00190796648003,-0.00599982781225,-0.0029568134904,-0.0408275465866,0.00998082418549,-0.0153917007839,-0.0135150209382,-0.0141820388228,-0.00232912016524,-0.00474028665982,-0.011815775515,-0.0181271252952,-0.00113924959013
-,-0.00227410383798,2.83671633782e-05,4.87290261524e-05,-0.0001984924869,-0.00316747886654,-0.000304820321857,-0.00180538956528,0.00303639638055,-0.00916907251253,0.005629440471,-0.00115050660149,0.00410019183955,0.0118430793501,0.00459448800439,-0.00306723138406,0.00504643345379
+,0.00394532223643,0.00317811360704,0.00556471409764,0.00518620894418,0.000653262340268,0.00310698013804,-0.0042034641146,0.0146613568996,0.00944320948538,0.00672581969856,0.00979709906128,0.00185512931302,0.00691722783052,-0.00795943697548,0.00530778406789,0.0156441085662
-,0.00233388310124,0.000309549024283,0.00251313235881,-0.000902743028868,0.00173105367754,-0.00104524510531,0.0135537233171,-0.00740077052674,0.00569399069344,-0.00295752124686,-0.00456674906422,-0.00148235357274,-0.00586416752457,0.00435795337176,0.00400292521418,-0.00106115820128
-,0.00499467652786,-0.00131392469581,0.00222383582361,-0.00271254181374,0.00270862607662,0.00174897326366,0.0142505011925,-0.00166804881454,0.00119806498695,0.00376752747765,-0.00404528333176,0.0049760424605,0.00597224475117,-0.0051067074874,0.0021135929957,-0.00591499455579
+,-0.00133707249831,0.0143068688807,-0.00247777301887,0.012706474669,-0.00102569044922,0.0134761372997,0.0109720208956,0.000739320268317,-0.0101799573498,-0.000989554640841,-0.00350882102958,0.0010795998225,-0.00110956979118,-0.000473044682151,0.00143773341648,-0.00289473046017
-,-0.00174725671038,0.00897238213196,3.24622360561e-05,0.0126508924638,-0.000640736667456,0.00934540493497,0.00780315655801,0.0,-0.00388227867984,0.00488112899304,-0.00256093009207,0.00216215995659,0.00919199417133,-0.0119933771794,0.00227742496478,-0.0025806572732
+,0.00665557298947,-0.000372326268004,0.00610102116381,0.000454610938363,0.00766495568228,-0.00149889574088,0.00285179289557,0.0107649279058,0.0153574190971,-0.00132718586167,0.00198248142207,0.00871059938923,0.00089426857912,0.00702695122466,0.0139156209448,-0.00288412536527
-,0.00284926336426,0.00701468819685,0.00307158149459,0.0053561920552,0.00244010853734,0.00454372455828,0.00836561162642,0.0103793028382,0.00182486298641,0.00335318235273,-0.00148780122681,0.000961552697796,0.000567204333023,0.00204403453275,0.00127495790747,0.00257317605015
-,-0.000779444456149,-0.000544214307476,0.00230115654628,-0.000739881238712,0.00062782174339,-0.0018081525249,-0.00332244865014,0.00380610687438,-0.000791423772258,0.0227277262445,0.000639911300327,0.00648043574095,0.0101050723053,0.0124882739397,-0.00398699875332,-0.000406631133217
-,-0.0043057039694,0.00709826739409,-0.00311588213622,0.00766141647967,6.69364636578e-05,0.00626633289899,0.00418886814015,0.0227661312895,-0.0151825657463,0.0159965081211,-0.026486466222,0.00526238524384,-0.0276347592323,0.0115268820957,-4.07446989866e-05,-0.0047307897051
+,-0.0195599378476,0.0172309489071,-0.0222580848881,0.0166510997104,-0.021482963635,0.0143896513263,-0.0156277478047,0.0149359410388,-0.0431742046211,0.0199173626012,-0.00484928585588,-0.00544795153552,0.00306385595383,-0.0182254790671,-0.0205890084931,0.0160107296738
-,-0.00205074398806,-0.0123949302909,-0.00451854169251,-0.0153637574917,-0.00310208912275,-0.0109450613113,-0.0279677218906,-0.019838129317,-0.00976116733014,-0.0229093898116,-0.0117896917171,0.0161100392576,-0.019431067795,0.00437464576656,0.0137745017115,-0.019344675906
+,-0.0011969781784,0.0179691328363,-0.00599407358507,0.0181615016967,0.00124526463953,0.0166791547324,0.0072134209936,0.0151824962874,0.00213957657693,-0.00149169488874,-0.000790790453817,-0.00176451360729,0.00914388637782,0.0118662575498,-0.00199032287608,0.00897610451805
-,0.0102474119847,-0.00502233162657,0.00913694245039,-0.00652294735554,0.00792355165441,-0.00278415238116,0.0146033588573,0.00668626751489,0.0176212122964,0.0,0.00482243280316,0.00526443039348,0.00686257126013,0.00335521556322,0.00494918415884,0.00302787692511
+,0.00226132102521,-0.00101951681788,-0.000240699134441,-0.00319189149811,0.000841909535002,0.000706803127012,-0.00316782126199,-0.0127919596127,-0.00985731779695,-0.00260626738451,0.0102556680784,-0.0102032018647,0.0146136722543,-0.00994591152567,-0.0047307897051,-0.00881297907763
+,0.0104952479371,-0.000994871327514,0.0122191965134,-0.00200732426267,0.00512008453463,-0.00308429447637,0.0092034843815,0.00705929353477,0.0140519101479,0.0180359787407,-0.00120051282975,0.0136230328283,0.0120561673071,0.00763781060433,-0.000263959792364,0.00484426023656
-,0.00756869970877,0.00265234596368,0.0089511910731,0.00367968440847,0.00600930799199,0.00461540028559,0.0138838067301,0.00697742998556,-0.00387144946033,0.00583346029868,0.00328887368293,0.000458976902739,0.000915400738196,-0.00155551866625,-0.00240540046352,0.00318725725118
+,0.00798273357817,-0.000735256382355,0.00600810946793,-0.00313680551294,0.00387499884415,-0.000188908908916,0.00246300732486,0.00666235148622,0.00998426524179,0.00426215871634,-0.003153632524,0.0063024932226,-0.00370582014962,0.0152304640146,0.000477813382756,0.00712283485713
+,0.00167084095806,0.0042629033588,0.00194255909967,0.00514583705142,-0.000134030659728,0.00355050870903,-0.00139515390613,0.00538479761828,-0.00886815182089,0.00120918220419,-0.00329094775444,-0.000471625377225,-0.00216276083462,0.00804021541468,-0.00789161755544,0.00491064768002
-,-0.00164017633769,-0.00947741840221,-0.00260891495838,-0.0104089922647,-0.00283665020067,-0.00967708002125,-0.00441006326516,-0.0138268388481,-0.00163456109242,-0.0189943435011,0.00651831015016,-0.00625344924931,0.00791531501224,-0.00352252327891,-0.00527856023317,-0.00937945238495
